id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
CARA1,infiltration,1st inch (minutes)=,1.8,"2nd inch, mins:",16.6,,,,,,,6/30/2015,Peter Donovan,,in drill row,,,
CARA1,infiltration,1st inch (minutes)=,4.1,"2nd inch, mins:",60,,,,,,,6/30/2015,Peter Donovan,,between drill rows,,,
CARA1,infiltration,1st inch (minutes)=,13,"2nd inch, mins:",75,,,,,,,6/30/2015,Peter Donovan,,between drill rows,,,
CARA1,map,,,,,,,,,,,6/30/2015,Peter Donovan,http://soilcarboncoalition.org/data/cara/CARA1map.jpg,,,,
CARA1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.15,%N=,0.12,C/N=,9.44,6/30/2015,University of Alberta,,,,,
CARA1A1,density,top(cm)=,3,bottom(cm)=,8,"dry wt, g=",355,cm3=,269.8,bulk density=,1.315789474,6/30/2015,"Peter Donovan, Yamily Savala",,,,,
CARA1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.72,%N=,0.09,C/N=,8.49,6/30/2015,University of Alberta,,,,,
CARA1B1,density,top(cm)=,13,bottom(cm)=,19,"dry wt, g=",447,cm3=,297.8,bulk density=,1.501007388,6/30/2015,"Peter Donovan, Yamily Savala",,,,,
CARA1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.77,%N=,0.07,C/N=,10.64,6/30/2015,University of Alberta,,,,,
CARA1C1,density,top(cm)=,28,bottom(cm)=,33,"dry wt, g=",351.6,cm3=,271.8,bulk density=,1.293598234,6/30/2015,"Peter Donovan, Yamily Savala",,,,,
CFAR1,*plot summary,"% carbon, 0-10 cm:",3.38,"% carbon, 10-25 cm:",3.05,"% carbon, 25-40 cm:",2.47,tons C/ha:,159.5,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 015.jpg,"Clay, some red and yellow mottles > 30 cm. Worms. Saturated.",small_yellow,44.8461,-73.12929
CFAR1,map,,,,,,,,,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/CF1map.jpg,,,,
CFAR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,10/26/2011,Peter Donovan,,near surface,,,
CFAR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,10/26/2011,Peter Donovan,,near surface,,,
CFAR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,,,,,,,10/26/2011,Peter Donovan,,near surface,,,
CFAR1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,0,,,,,,,10/26/2011,Peter Donovan,,saturated at bottom of pit,,,
CFAR1,photo,% bare=,0,%basal=,,%litter/canopy=,100,%rock=,,%moss=,0,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 018.jpg,"hoop 1, 40'",,,
CFAR1,photo,% bare=,0,%basal=,,%litter/canopy=,100,%rock=,,%moss=,0,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 020.jpg,"hoop 2, 80'",,,
CFAR1,photo,,,,,,,,,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 015.jpg,looking south along transect,,,
CFAR1,photo,,,,,,,,,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 016.jpg,looking north along transect,,,
CFAR1,photo,,,,,,,,,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 017.jpg,looking north along transect,,,
CFAR1,photo,,,,,,,,,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 019.jpg,"hoop 1, 40', step back",,,
CFAR1,photo,,,,,,,,,,,10/26/2011,Peter Donovan,http://soilcarboncoalition.org/data/cfar/Oct28-2011 021.jpg,"hoop 2, 80', step back",,,
CFAR1,plants,,,,,,,,,,,10/26/2011,"Abe Collins, Peter Donovan",,"orchardgrass, italian rye, bluegrass, meadow fescue, reed canary, dandelion, r + w clover, buttercup, plantain, thistle",,,
CFAR1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.38210535,%N=,0.32984513,C/N=,10.25361613,10/26/2011,University of Vermont,,,,,
CFAR1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",240,cm3=,197.3,bulk density=,1.216421693,10/26/2011,Peter Donovan,,,,,
CFAR1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,3.049268246,%N=,0.304820761,C/N=,10.00347954,10/26/2011,University of Vermont,,,,,
CFAR1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",213,cm3=,158,bulk density=,1.348101266,10/26/2011,Peter Donovan,,,,,
CFAR1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,2.465350747,%N=,0.22515057,C/N=,10.94978682,10/26/2011,University of Vermont,,,,,
CFAR1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",327,cm3=,213.2,bulk density=,1.533771107,10/26/2011,Peter Donovan,,,,,
CHAM2,*plot summary,"%carbon, 0-10cm:",2.03,"%carbon, 10-25cm:",1.71,"%carbon, 25-40cm:",1.14,,,,,2/13/2016,"Peter Donovan, Russell Chamberlin",http://soilcarboncoalition.org/data/cham/CHAM2-100line-.jpg,"Dry farmed for grain hay for many years, with synthetic fertilizers, discing and ripping and chiseling. Level flood terrace near creek. Planted to barley Jan 2016.",small_yellow,34.6865618,-120.1208781
CHAM2,100line-,,,,,,,,,,,2/13/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM2-100line-.jpg,,,,
CHAM2,100line+,,,,,,,,,,,2/13/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM2-100line+.jpg,
CHAM2,160ang,,,,,,,,,,,2/13/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM2-160ang.jpg,
CHAM2,160vert,%bare=,75,%rock=,25,#grasses=,1,#forbs=,4,,,2/13/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM2-160vert.jpg,"Hard soil, rocks, planted with barley."
CHAM2,60ang,,,,,,,,,,,2/13/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM2-60ang.jpg,
CHAM2,60vert,%bare=,75,%rock=,25,#grasses=,1,#forbs=,2,,,2/13/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM2-60vert.jpg,"Hard soil, rocks, planted with barley."
CHAM2,infiltration,timings in seconds:,"78, 2460",,,,,,,,,2/13/2016,"Peter Donovan, Russell Chamberlin",,
CHAM2,infiltration,timings in seconds:,"30, 285, 465, 510",,,,,,,,,2/13/2016,"Peter Donovan, Russell Chamberlin",,
CHAM2,infiltration,timings in seconds:,"30, 495, 660, 816",,,,,,,,,2/13/2016,"Peter Donovan, Russell Chamberlin",,
CHAM2,infiltration,timings in seconds:,"60, 1530",,,,,,,,,2/13/2016,"Peter Donovan, Russell Chamberlin",,
CHAM2,map,,,,,,,,,,,2/13/2016,"Peter Donovan, Russell Chamberlin",,
CHAM2A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,2.032794714,%N=,0.241151437,C/N=,8.429535971,2/13/2016,"Craig Stubler, Cal Poly",,
CHAM2A1,density,top=,3,bottom=,8,"dry wt, g=",182.1,cm3=,295.6,bulk density=,0.616035183,2/13/2016,Peter Donovan,,56 cc of gravel weighing 119.4 g removed before weighing
CHAM2B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,1.708243608,%N=,0.205428496,C/N=,8.31551436,2/13/2016,"Craig Stubler, Cal Poly",,
CHAM2B1,density,top=,13,bottom=,18,"dry wt, g=",169.7,cm3=,277,bulk density=,0.612635379,2/13/2016,Peter Donovan,,73 cc of gravel weighing 144.9 g removed before weighing
CHAM2C,"CN analysis, 8 composited probe samples",top=,25,bottom=,40,%C=,1.140908122,%N=,0.148218229,C/N=,7.697488538,2/13/2016,"Craig Stubler, Cal Poly",,
CHAM2C1,density,top=,28,bottom=,32,"dry wt, g=",171.2,cm3=,270.7,bulk density=,0.632434429,2/13/2016,Peter Donovan,,78 cc of gravel removed before weighing
CHAM3,*plot summary,"%carbon, 0-10cm:",2.05,"%carbon, 10-25cm:",1.54,"%carbon, 25-40cm:",1.2,,,,,2/14/2016,"Peter Donovan, Russell Chamberlin",http://soilcarboncoalition.org/data/cham/CHAM3-line-.jpg,,small_yellow,34.7303222,-120.0917065
CHAM3,100line-,,,,,,,,,,,2/14/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM3-line-.jpg,,,,
CHAM3,100line+,,,,,,,,,,,2/14/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM3-100line+.jpg,,,,
CHAM3,120ang,,,,,,,,,,,2/14/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM3-120ang.jpg,,,,
CHAM3,120vert,%bare=,0,%litter=,100,#grasses=,1,#forbs=,1,,,2/14/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM3-120vert.jpg,"1/2 inch average litter, some decomp. Foxtail with filaree.",,,
CHAM3,20ang,,,,,,,,,,,2/14/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM3-20ang.jpg,,,,
CHAM3,20vert,%bare=,0,%litter=,100,#grasses=,1,,,,,2/14/2016,Peter Donovan,http://soilcarboncoalition.org/data/cham/CHAM3-20vert.jpg,Foxtails fairly lush and thick. Litter one inch or so with some decomposition.,,,
CHAM3,infiltration,1st inch=,,2nd inch=,,3rd inch=,,4th inch=,,,,2/14/2016,"Peter Donovan, Russell Chamberlin",,,,,
CHAM3,infiltration,1st inch=,,2nd inch=,,3rd inch=,,4th inch=,,,,2/14/2016,"Peter Donovan, Russell Chamberlin",,,,,
CHAM3,infiltration,1st inch=,,2nd inch=,,3rd inch=,,4th inch=,,,,2/14/2016,"Peter Donovan, Russell Chamberlin",,,,,
CHAM3,infiltration,1st inch=,,2nd inch=,,3rd inch=,,4th inch=,,,,2/14/2016,"Peter Donovan, Russell Chamberlin",,,,,
CHAM3,map,,,,,,,,,,,2/14/2016,"Peter Donovan, Russell Chamberlin",,,,,
CHAM3A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,2.048707485,%N=,0.206577167,C/N=,9.917395595,2/14/2016,"Craig Stubler, Cal Poly",,,,,
CHAM3A1,density,top=,3,bottom=,8,"dry wt, g=",299.7,cm3=,327.9,bulk density=,0.91399817,2/14/2016,Peter Donovan,,25 cc of gravel removed before weighing,,,
CHAM3B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,1.538425446,%N=,0.160330206,C/N=,9.595356249,2/14/2016,"Craig Stubler, Cal Poly",,,,,
CHAM3B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,1.539061546,%N=,0.164498895,C/N=,9.356060067,2/14/2016,"Craig Stubler, Cal Poly",,,,,
CHAM3B1,density,top=,13,bottom=,18,"dry wt, g=",393.1,cm3=,324.7,bulk density=,1.21065599,2/14/2016,Peter Donovan,,15 cc of gravel removed before weighing,,,
CHAM3C,"CN analysis, 8 composited probe samples",top=,25,bottom=,40,%C=,1.202051878,%N=,0.116457425,C/N=,10.32181398,2/14/2016,"Craig Stubler, Cal Poly",,,,,
CHAM3C1,density,top=,28,bottom=,32,"dry wt, g=",285.5,cm3=,312.3,bulk density=,0.914185078,2/14/2016,Peter Donovan,,23 cc of gravel removed before weighing,,,
CHAY1,*plot summary,"% carbon, 0-10 cm:",5.296504259,"% carbon, 10-25 cm:",2.556306481,"% carbon, 25-40 cm:",1.159469068,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 002.jpg,,small_yellow,43.74594,-72.59089
CHAY1,linephoto1,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 001.jpg,east along transect,,,
CHAY1,linephoto2,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 002.jpg,west along transect,,,
CHAY1,map,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/CH1-2map.jpg,,,,
CHAY1,photo1,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 006.jpg,"hoop 1, 15m",,,
CHAY1,photo1a,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 007.jpg,"hoop 1, 15m, looking south",,,
CHAY1,photo2,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 010.jpg,"hoop 2, 35m",,,
CHAY1,photo2a,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 011.jpg,"hoop 2, 35m, looking south",,,
CHAY1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,5.296504259,%N=,0.410572737,C/N=,12.9002824,6/19/2012,University of Vermont,,,,,
CHAY1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.556306481,%N=,0.195467897,C/N=,13.07788401,6/19/2012,University of Vermont,,,,,
CHAY1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.159469068,%N=,0.052391091,C/N=,22.13103484,6/19/2012,University of Vermont,,,,,
CHAY2,*plot summary,"% carbon, 0-10 cm:",5.818658352,"% carbon, 10-25 cm:",3.209908485,"% carbon, 25-40 cm:",2.074612379,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 012.jpg,,small_yellow,43.74586,-72.59274
CHAY2,linephoto1,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 012.jpg,east along transect,,,
CHAY2,linephoto2,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 013.jpg,west along transect,,,
CHAY2,map,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/CH1-2map.jpg,,,,
CHAY2,photo1,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 018.jpg,"hoop 1, 115m",,,
CHAY2,photo1a,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 019.jpg,"hoop 1, 115m, looking south",,,
CHAY2,photo2,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 021.jpg,"hoop 2, 135m",,,
CHAY2,photo2a,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 022.jpg,"hoop 2, 135m, looking south",,,
CHAY2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,5.818658352,%N=,0.467533693,C/N=,12.44543108,6/19/2012,University of Vermont,,,,,
CHAY2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,3.209908485,%N=,0.252545483,C/N=,12.71021933,6/19/2012,University of Vermont,,,,,
CHAY2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,2.074612379,%N=,0.144599736,C/N=,14.34727642,6/19/2012,University of Vermont,,,,,
CHAY3,*plot summary,"% carbon, 0-10 cm:",4.948227644,"% carbon, 10-25 cm:",3.111836672,"% carbon, 25-40 cm:",1.852898955,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 024.jpg,,small_yellow,43.73962,-72.5843
CHAY3,linephoto1,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 023.jpg,SE along transect,,,
CHAY3,linephoto2,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 024.jpg,NW along transect,,,
CHAY3,map,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/CH3map.jpg,,,,
CHAY3,photo1,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 026.jpg,"hoop 1, 15m",,,
CHAY3,photo1a,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 027.jpg,"hoop 1, 15m, step back looking SW",,,
CHAY3,photo2,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 029.jpg,"hoop 2, 35m",,,
CHAY3,photo2a,,,,,,,,,,,6/19/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 030.jpg,"hoop 2, 35m, step back looking SW",,,
CHAY3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.948227644,%N=,0.356966063,C/N=,13.86189936,6/19/2012,University of Vermont,,,,,
CHAY3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,3.111836672,%N=,0.224652916,C/N=,13.85175285,6/19/2012,University of Vermont,,,,,
CHAY3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.852898955,%N=,0.076151107,C/N=,24.33187173,6/19/2012,University of Vermont,,,,,
CHAY4,*plot summary,"% carbon, 0-10 cm:",4.946300745,"% carbon, 10-25 cm:",2.669086337,"% carbon, 25-40 cm:",1.825939894,,,,,6/21/2012,Peter Donovan,,,small_yellow,43.74878,-72.59604
CHAY4,linephoto1,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 048.jpg,north along transect,,,
CHAY4,linephoto2,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 049.jpg,south along transect,,,
CHAY4,linephoto3,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 047.jpg,looking toward stone post on road from north end of transect,,,
CHAY4,map,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/CH4map.jpg,,,,
CHAY4,photo1,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 050.jpg,"hoop 1, 18m",,,
CHAY4,photo1a,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 051.jpg,"hoop 1, 18m, step back looking east",,,
CHAY4,photo2,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 052.jpg,"hoop 2, 33m",,,
CHAY4,photo2a,,,,,,,,,,,6/21/2012,Peter Donovan,http://soilcarboncoalition.org/data/chay/June21-2012 053.jpg,"hoop 2, 33m, step back looking east",,,
CHAY4A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.946300745,%N=,0.343945876,C/N=,14.38104392,6/21/2012,University of Vermont,,,,,
CHAY4B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.669086337,%N=,0.186403491,C/N=,14.31886457,6/21/2012,University of Vermont,,,,,
CHAY4C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.825939894,%N=,0.136833735,C/N=,13.34422316,6/21/2012,University of Vermont,,,,,
CHRL1,*plot summary,"% carbon, 0-10 cm:",3.38,"% carbon, 10-20 cm:",2.3,"% carbon, 20-35 cm:",1.87,tons C/ha:,102.2,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 013.jpg,"Flat, subirrigated meadow, formerly flood irrigated. Hayed, grazed. Fenceline across transect had soil berm under it about 6 inches high. Silt loam, friable, slightly blocky, somewhat moist, roots abundant.",small_yellow,45.21947,-117.87749
CHRL1,infiltration,,,,,,,,,,,7/10/2013,Peter Donovan,,ring infiltration very rapid (soil cracks),,,
CHRL1,map,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/CHARLSON1map.jpg,,,,
CHRL1,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,7,,,,,,,7/10/2013,Peter Donovan,,,,,
CHRL1,photo,% bare=,0,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 018.jpg,"hoop 2, 63'. Av/max leaf height 9/16 inches. 95% live canopy. Mostly tall fescue, with dandelion, alfalfa, plantain, horsetail. 3-5 mm litter, not as patchy as hoop 1, none decomposing. ",,,
CHRL1,photo,% bare=,2,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 026.jpg,"hoop 4, 192'. 95% live canopy, av/max leaf height 9/21, mostly fescue and orchard, with alfalfa, plantain, bulbous bluegrass. Litter patchy, sparse, without good contact, none decomposing. ",,,
CHRL1,photo,% bare=,5,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 024.jpg,"hoop 3, 144'. 90% live canopy, mostly orchardgrass and tall fescue, some alfalfa, bulbous bluegrass. Av/max leaf height 9/27. Litter patchy, sparse, none decomposing. Some recruits.",,,
CHRL1,photo,% bare=,9,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 016.jpg,"hoop 1, 27'. Av/max leaf height 5.5, 12 inches. 95% live canopy. Mostly orchardgrass and plantain, with alfalfa, horsetail, dandelion, clover, tall fescue. Soil crack. Litter 0-5 mm, patchy, none decomposing.",,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 013.jpg,west along transect,,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 014.jpg,west along transect,,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 015.jpg,east along transect,,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 017.jpg,"hoop 1, 27', step back looking south",,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 019.jpg,"hoop 2, 63', step back looking south",,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 025.jpg,"hoop 3, 144', step back looking south",,,
CHRL1,photo,,,,,,,,,,,7/10/2013,Peter Donovan,http://soilcarboncoalition.org/data/chrl/jul10-13 027.jpg,"hoop 4, 192', step back looking south",,,
CHRL1,plants,,,,,,,,,,,7/10/2013,Peter Donovan,,"Tall fescue, orchard, plantain, alfalfa, bulbous bluegrass, bindweed, horsetail, canada thistle, rose, buttercup",,,
CHRL1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.379,%N=,0.25,C/N=,13.516,7/10/2013,"Craig Stubler, Peter Donovan, Cal Poly",,,,,
CHRL1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",280.8,cm3=,243.9,bulk density=,1.151291513,7/10/2013,Peter Donovan,,,,,
CHRL1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,20,%C=,2.303,%N=,0.168,C/N=,13.70833333,7/10/2013,"Craig Stubler, Peter Donovan, Cal Poly",,,,,
CHRL1B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",264,cm3=,205.5,bulk density=,1.284671533,7/10/2013,Peter Donovan,,,,,
CHRL1C,"CN analysis, 8 composited probe samples",top(cm)=,20,bottom(cm)=,35,%C=,1.873,%N=,0.139,C/N=,13.47482014,7/10/2013,"Craig Stubler, Peter Donovan, Cal Poly",,,,,
CHRL1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",198.1,cm3=,165,bulk density=,1.200606061,7/10/2013,Peter Donovan,,,,,
CIBU01,*plot summary,"% carbon, 0-10 cm:",1.32,"% carbon, 10-20 cm:",0.79,"% carbon, 20-35 cm:",0.82,tons C/ha:,40.36,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/cibu01 002.jpg,"T101, NW Bull Pasture. Flat terrace above riparian, clay loam, cake-like texture to 20 cm, very clayey and firm >28cm. Sampled only to 35cm.",small_yellow,45.45607,-104.99109
CIBU01,infiltration,minutes=,4,mm=,4,mm/min=,1,,,,,10/22/2013,Peter Donovan,,,,,
CIBU01,map,,,,,,,,,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/CIBU1map.jpg,,,,
CIBU01,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,2,,,,,,,10/22/2013,Peter Donovan,,,,,
CIBU01,photo1,% bare=,0,%moss/lichen=,10,%basal=,10,% litter=,80,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/cibu01 001.jpg,hoop at center of carbon plot,,,
CIBU01,photo1a,,,,,,,,,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/cibu01 002.jpg,step back view,,,
CIBU01A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.30582881,%N=,0.131837711,C/N=,9.904820119,10/22/2013,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
CIBU01A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,1.339974284,%N=,0.130514726,C/N=,10.26684363,10/22/2013,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
CIBU01A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",372.6,cm3=,251.1,bulk density=,1.483870968,10/22/2013,Peter Donovan,,,,,
CIBU01B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,20,%C=,0.791529417,%N=,0.087684534,C/N=,9.027012821,10/22/2013,"Peter Donovan, Craig Stubler at Cal Poly",,carbonates,,,
CIBU01B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",362.1,cm3=,266.7,bulk density=,1.357705287,10/22/2013,Peter Donovan,,,,,
CIBU01C,"CN analysis, 8 composited probe samples",top(cm)=,20,bottom(cm)=,35,%C=,0.817137539,%N=,0.088854745,C/N=,9.196329798,10/22/2013,"Peter Donovan, Craig Stubler at Cal Poly",,,,,
CIBU01C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",315,cm3=,233.5,bulk density=,1.349036403,10/22/2013,Peter Donovan,,,,,
CIBU02,*plot summary,"% carbon, 0-10 cm:",0.966,"% carbon, 10-25 cm:",0.677,"% carbon, 25-40 cm:",0.455,tons C/ha:,36.17,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/cibu02 002.jpg,T102 Hay Creek. 2% S slope. Cakelike sandy loam.,small_yellow,45.46555,-104.94816
CIBU02,infiltration,minutes=,4,mm=,10,mm/min=,2.5,,,,,10/22/2013,Peter Donovan,,,,,
CIBU02,map,,,,,,,,,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/CIBU2map.jpg,,,,
CIBU02,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,10,,,,,,,10/22/2013,Peter Donovan,,,,,
CIBU02,photo1,,,,,,,,,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/cibu02 001.jpg,hoop at center of carbon plot,,,
CIBU02,photo1a,,,,,,,,,,,10/22/2013,Peter Donovan,http://soilcarboncoalition.org/data/gras/cb/cibu02 002.jpg,step back view,,,
