id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
TOMK2,*plot summary,"% carbon, 0-10 cm:",2.92,"% carbon, 10-20 cm:",2.42,"% carbon, 20-35 cm:",2.17,tons C/ha:,118.7,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 103.jpg,"3% NE slope at ""Y"", about 100m south of water trough. Farmed at one time, soils similar to TOMKAT1 except more compacted. No orange mottles or large cracks.",small_yellow,37.26332,-122.34942
TOMK2,infiltration,minutes=,,,,,,,,,,5/18/2013,Peter Donovan,,extremely rapid due to cracks,,,
TOMK2,map,,,,,,,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/TOMKAT2map.jpg,,,,
TOMK2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,2,2nd minute (ml)=,1,3rd minute (ml)=,2,,,5/18/2013,Peter Donovan,,2 cm depth,,,
TOMK2,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,5/18/2013,Peter Donovan,,2 cm depth,,,
TOMK2,minidisk infiltration,tension (cm)=,1,3 minutes (ml)=,,,,,,,,5/18/2013,Peter Donovan,,,,,
TOMK2,photo,% bare=,5,litter type=,undecomposed,%canopy/litter=,95,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 102.jpg,"hoop 2, 27m",,,
TOMK2,photo,% bare=,9,litter type=,undecomposed,%canopy/litter=,91,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 100.jpg,"hoop 1, 10m",,,
TOMK2,photo,% bare=,23,litter type=,undecomposed,%canopy/litter=,77,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 104.jpg,"hoop 3, 40m",,,
TOMK2,photo,,,,,,,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 098.jpg,southwest along transect,,,
TOMK2,photo,,,,,,,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 099.jpg,northeast along transect,,,
TOMK2,photo,,,,,,,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 101.jpg,"hoop 1, 10m",,,
TOMK2,photo,,,,,,,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 103.jpg,"hoop 2, 27m",,,
TOMK2,photo,,,,,,,,,,,5/18/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may19 105.jpg,"hoop 3, 40m",,,
TOMK2,plants,,,,,,,,,,,5/18/2013,Peter Donovan,,"rye, soft chess, foxtail, ripgut, orchard grass. Trefoil, spiny clover, flax, dandelion lookalike, it thistle, vetch, sheep sorrel, radish, tarweed, chickweed, plantain, chamomile, blue eyed grass, forbs, coyote bush.",,,
TOMK2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.922,%N=,0.314,C/N=,9.305732484,5/18/2013,"Craig Stubler, Cal Poly",,,,,
TOMK2A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",300.2,cm3=,223.8,bulk density=,1.341376229,5/18/2013,Peter Donovan,,,,,
TOMK2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,20,%C=,2.416,%N=,0.291,C/N=,8.302405498,5/18/2013,"Craig Stubler, Cal Poly",,,,,
TOMK2B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",338,cm3=,235.5,bulk density=,1.435244161,5/18/2013,Peter Donovan,,,,,
TOMK2C,"CN analysis, 8 composited probe samples",top(cm)=,20,bottom(cm)=,35,%C=,2.173,%N=,0.27,C/N=,8.048148148,5/18/2013,"Craig Stubler, Cal Poly",,,,,
TOMK2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",226.1,cm3=,164.4,bulk density=,1.375304136,5/18/2013,Peter Donovan,,,,,
TOMK3,*plot summary,"% carbon, 0-10 cm:",3.08,"% carbon, 10-20 cm:",2.23,"% carbon, 20-35 cm:",0.97,tons C/ha:,86.6,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 002.jpg,"Lone tree field, recently farmed. 5% SE slope, clay loam, somewhat compacted 8-14 cm, yellow/brownish subsoil >30cm. Abundant roots to 10cm. No carbonates detected. Some bale feeding here.",small_yellow,37.26596,-122.36655
TOMK3,infiltration,minutes=,2,mm=,16,mm/min=,8,,,,,5/20/2013,Peter Donovan,,
TOMK3,map,,,,,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/TOMKAT3map.jpg,
TOMK3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,5/20/2013,Peter Donovan,,
TOMK3,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,5/20/2013,Peter Donovan,,
TOMK3,photo,% bare=,2.5,litter type=,undecomposed,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 004.jpg,"hoop 1, 20m"
TOMK3,photo,% bare=,29,litter type=,undecomposed,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 006.jpg,"hoop 2, 43m"
TOMK3,photo,,,,,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 001.jpg,west along transect
TOMK3,photo,,,,,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 002.jpg,east along transect
TOMK3,photo,,,,,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 003.jpg,east along transect
TOMK3,photo,,,,,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 005.jpg,"hoop 1, 20m, step back looking south"
TOMK3,photo,,,,,,,,,,,5/20/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may20 007.jpg,"hoop 2, 43m, step back looking south"
TOMK3,plants,,,,,,,,,,,5/20/2013,Peter Donovan,,"A few stipa plants sw of transect. Annuals, barley from hay feeding, storksbill, flax, trefoil, blue-eyed grass, vetch, burr clover, spiny clover, blackberry, skinny dandelion, chickweed, plantain, chamomile, bull thistle, poppy, coyote bush."
TOMK3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,3.084,%N=,0.274,C/N=,11.25547445,5/20/2013,"Craig Stubler, Cal Poly",,
TOMK3A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",287.3,cm3=,234.4,bulk density=,1.225682594,5/20/2013,Peter Donovan,,
TOMK3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,20,%C=,2.225,%N=,0.211,C/N=,10.5450237,5/20/2013,"Craig Stubler, Cal Poly",,
TOMK3B1,density,top(cm)=,14,bottom(cm)=,18,"dry wt, g=",341,cm3=,262,bulk density=,1.301526718,5/20/2013,Peter Donovan,,
TOMK3C,"CN analysis, 8 composited probe samples",top(cm)=,20,bottom(cm)=,35,%C=,0.966,%N=,0.119,C/N=,8.117647059,5/20/2013,"Craig Stubler, Cal Poly",,
TOMK3C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",294.4,cm3=,215.3,bulk density=,1.367394333,5/20/2013,Peter Donovan,,
TOMK4,map,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/TOMKAT4map.jpg,
TOMK4,photo,% bare =,0,eco function:,"Fairly diverse, good energy flow, some decomposed litter.",,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 006.jpg,"hoop 1, 12m"
TOMK4,photo,% bare =,0,eco function:,"Fairly diverse, good energy flow, small amount of decomposed litter.",,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 009.jpg,"hoop 2, 30m"
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 001.jpg,south along transect from photo point
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 003.jpg,north along transect from photo point
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 007.jpg,"hoop 1, 12m, step back looking east"
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 010.jpg,"hoop 2, 30m, step back looking east"
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 013.jpg,moving cattle into temporary enclosure
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 015.jpg,cattle in temporary enclosure
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 019.jpg,cattle in temporary enclosure
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 020.jpg,cattle in temporary enclosure
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 021.jpg,cattle in temporary enclosure
TOMK4,photo,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 029.jpg,cattle in temporary enclosure
TOMK4,plants,,,,,,,,,,,5/21/2013,"Peter Donovan, Jeremiah Stent, Carlie Henneman",,"coyote bush, elderberry, hemlock, poison oak, thistle, blackberry, italian thistle, chickweed, vetch, filaree, yarrow, dock, burr clover, figwort, cucumber vine. Grasses: rye, soft chess, harding, velvet, ripgut, volpia. Rush (Juncus)."
TOMK4,surface transect,,,,,,,,,,,5/21/2013,Peter Donovan,http://soilcarboncoalition.org/data/tomk/may22 019.jpg,"Small 1/3 acre learning site, 30% W slope, on which 120 cow-calf pairs were concentrated on 5/22/13 with temporary electric fence. Dominated by hemlock and coyote brush.",small_blue,37.27154,-122.384
TONA1,*plot summary,"% carbon, 0-10 cm:",5.23,"% carbon, 10-25 cm:",1.95,"% carbon, 25-40 cm:",1.77,tons C/ha:,132.9,,,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 059.jpg,Clay loam with red/yellow mottles fairly abundant below 10 cm. 1% north slope in valley bottom. Yeomans plowed 9/11. Planned grazing.,small_yellow,21.13574,-99.55333
TONA1,map,,,,,,,,,,,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/TO1map.jpg,,,,
TONA1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,4,,,,,,10/9/2011,Peter Donovan,,2 cm below surface,,,
TONA1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,4.5,,,,,,10/9/2011,Peter Donovan,,2 cm below surface,,,
TONA1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,,8,,,,,,10/9/2011,Peter Donovan,,40 cm in pit,,,
TONA1,photo,% bare=,0,,,%litter=,100,%rock=,0,%moss=,0,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 063.jpg,"Hoop 2, 75'",,,
TONA1,photo,% bare=,1,,,%litter=,98,%rock=,0,%moss=,1,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 060.jpg,"Hoop 1, 25'",,,
TONA1,photo,,,,,,,,,,,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 058.jpg,"along transect, looking north",,,
TONA1,photo,,,,,,,,,,,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 059.jpg,"along transect, looking south",,,
TONA1,photo,,,,,,,,,,,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 062.jpg,"Hoop 1, 25', step back",,,
TONA1,photo,,,,,,,,,,,10/9/2011,Peter Donovan,http://soilcarboncoalition.org/data/sgor/tonatico/Oct2011 064.jpg,"Hoop 2, 75', step back",,,
TONA1,plants,,,,,,,,,,,10/9/2011,Mario,,"Bermudagrass, african star, pangola, kikuyu, sacaton, culantrillo, lengua de vaca (dock), dandelion, white and yellow clover, annual rye, jarilla tree, apple tree, annual forbs, aguadora, malvariso (sp?)",,,
TONA1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,5.231,,,,,10/9/2011,"INSTITUCIÓN DE ENSEÑANZA E INVESTIGACIÓN EN CIENCIAS AGRICOLAS, Campus Montecillo",,,,,
TONA1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",155.7,cm3=,158,bulk density=,0.985443038,10/9/2011,Branko Pjanic,,,,,
TONA1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.952,,,,,10/9/2011,"INSTITUCIÓN DE ENSEÑANZA E INVESTIGACIÓN EN CIENCIAS AGRICOLAS, Campus Montecillo",,,,,
TONA1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",229.5,cm3=,152.7,bulk density=,1.502946955,10/9/2011,Branko Pjanic,,,,,
TONA1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.769,,,,,10/9/2011,"INSTITUCIÓN DE ENSEÑANZA E INVESTIGACIÓN EN CIENCIAS AGRICOLAS, Campus Montecillo",,,,,
TONA1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",271.3,cm3=,193,bulk density=,1.405699482,10/9/2011,Branko Pjanic,,,,,
TOTO1,*plot summary,"% carbon, 0-10 cm:",2.95,"% carbon, 10-20 cm:",1.78,"% carbon, 20-35 cm:",0.84,tons C/ha:,83.7,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 052.jpg,"3% north slope, silt loam farmed for flax, oats, barley until 1970s. Then pasture for replacement dairy heifers. Well covered soil except for gully, occasional hoofprint, or gopher tailings. Soil is silty loam, fairly dry, yellowish subsoil > 15 cm, yellow and red mottles. No carbonates detected.",small_yellow,37.34942,-122.38647
TOTO1,*remonitoring notes,,,,,,,,,,,4/16/2015,Peter Donovan,,"forbs abundant, 10-15% N slope.",,,
TOTO1,20ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-20ang.jpg,,,,
TOTO1,20vert,% bare=,0,#grasses=,1,#forbs=,6,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-20vert.jpg,"litter 2-4mm, trace decomposed. Coyote brush, plantain, berry, medic, geranium, owl clover, flax, soft chess",,,
TOTO1,30ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-30ang.jpg,,,,
TOTO1,30vert,% bare=,0,#grasses=,1,#forbs=,6,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-30vert.jpg,"Litter around 5 mm, trace decomposed. Spiny clover, juncus, medic, plantain, clover, flax, soft chess.",,,
TOTO1,33line-,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-33line-.jpg,,,,
TOTO1,33line+,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-33line+.jpg,,,,
TOTO1,40ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-40ang.jpg,,,,
TOTO1,40vert,% bare=,0,#grasses=,1,#forbs=,8,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-40vert.jpg,"good litter, 5-7mm, trace decomposed. Flax, sheep sorrel, plantain, clover, chickweed, geranium, medic, bristly ox tongue, soft chess.",,,
TOTO1,anglephoto1,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 056.jpg,"hoop 1, 20m, step back looking south",,,
TOTO1,anglephoto2,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 066.jpg,"hoop 2, 40m, step back looking south",,,
TOTO1,infiltration,minutes=,3,mm=,14,mm/min=,4.666666667,,,,,5/15/2013,Peter Donovan,,,,,
TOTO1,linephoto1,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 052.jpg,west along transect
TOTO1,linephoto2,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 053.jpg,west along transect
TOTO1,linephoto3,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 054.jpg,east along transect
TOTO1,map,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1map.jpg,
TOTO1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,5/15/2013,Peter Donovan,,2 cm depth
TOTO1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,1,2nd minute (ml)=,1,3rd minute (ml)=,1,,,5/15/2013,Peter Donovan,,2 cm depth
TOTO1,minidisk infiltration,tension (cm)=,1,3 minutes (ml)=,4,,,,,,,5/15/2013,Peter Donovan,,25 cm depth
TOTO1,plants,,,,,,,,,,,5/15/2013,Peter Donovan,,"ripgut, soft chess, foxtail, annual rye, coyote bush, blackberry, juncus, burr clover, spiny clover, chickweed, hemlock, plantain, sheep sorrel, dock, italian thistle, milk thistle, poppy, dandelion, vetch, trefoil, numerous forbs"
TOTO1,vertphoto1,% bare=,0,,,%canopy/litter=,100,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 055.jpg,"hoop 1, 20m"
TOTO1,vertphoto2,% bare=,0,,,%canopy/litter=,100,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 065.jpg,"hoop 2, 40m"
TOTO1-3,learning site notes,,,,,,,,,,,4/16/2015,Peter Donovan,,"Stock density used 4 times since site was set up May 2013, between 10-100 animal units, with fall mowing of coyote brush."
TOTO1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.952,%N=,0.236,C/N=,12.50847458,5/15/2013,"Craig Stubler, Cal Poly",,
TOTO1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",328.7,cm3=,216.4,bulk density=,1.518946396,5/15/2013,Peter Donovan,,
TOTO1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,20,%C=,1.779,%N=,0.152,C/N=,11.70394737,5/15/2013,"Craig Stubler, Cal Poly",,
TOTO1B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",254.7,cm3=,185.6,bulk density=,1.372306034,5/15/2013,Peter Donovan,,
TOTO1C,"CN analysis, 8 composited probe samples",top(cm)=,20,bottom(cm)=,35,%C=,0.84,%N=,0.086,C/N=,9.76744186,5/15/2013,"Craig Stubler, Cal Poly",,
TOTO1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",154.2,cm3=,134.9,bulk density=,1.14306894,5/15/2013,Peter Donovan,,rocks were sieved out
TOTO2,*remonitoring notes,,,,,,,,,,,4/16/2015,Peter Donovan,,"forbs abundant, 10-15% N slope."
TOTO2,23ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-23ang.jpg,
TOTO2,23vert,% bare=,0,#grasses=,2,#forbs=,9,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-23vert.jpg,"Litter 4-7mm, some decomposing. Soft chess, ripgut, berry, medic, tall parsley-like forb, flax, plantain, vetch, thistle, geranium, clover. Foxtail abundant nearby."
TOTO2,40line-,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-40line-.jpg,
TOTO2,40line+,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-40line+.jpg,
TOTO2,48ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-48ang.jpg,
TOTO2,48vert,% bare=,1,#grasses=,2,#forbs=,7,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-48vert.jpg,"Some rodent diggings bare. Litter 4-7 mm, trace decomposing. Soft chess, annual bromegrass, flax, plantain, clover, medic, spiny clover, sheep sorrel, chickweed. Lots of milk thistle nearby."
TOTO2,9ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-9ang.jpg,
TOTO2,9vert,% bare=,0,#grasses=,2,#forbs=,9,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO2-9vert.jpg,"Litter a bit thin and patchy, 2-4mm, almost no decomposition. Bristly ox tongue, sheep sorrel, spiny clover, medic, plantain, chickweed, thistle, flax, some type of mint, soft chess, California oatgrass"
TOTO2,map,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-3map.jpg,
TOTO2,photo,% bare=,0,,,%canopy/litter=,100,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 077.jpg,"hoop 2, 23m"
TOTO2,photo,% bare=,0,,,%canopy/litter=,100,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 079.jpg,"hoop 3, 48m"
TOTO2,photo,% bare=,5,,,%canopy/litter=,95,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 075.jpg,"hoop 1, 9m"
TOTO2,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 073.jpg,NE along transect
TOTO2,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 074.jpg,SW along transect
TOTO2,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 076.jpg,"hoop 1, 9m, step back looking south",,,
TOTO2,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 078.jpg,"hoop 2, 23m, step back looking south",,,
TOTO2,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 080.jpg,"hoop 3, 48m, step back looking south",,,
TOTO2,surface transect,,,,,,,,,,,5/15/2013,Peter Donovan,,,small_blue,37.3494,-122.38647
TOTO3,*remonitoring notes,,,,,,,,,,,4/16/2015,Peter Donovan,,"Nearly level site, much more grass than on slope.",,,
TOTO3,18ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO3-18vert.jpg,,,,
TOTO3,18vert,% bare=,0,#grasses=,2,#forbs=,4,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO3-18ang.jpg,"5-8mm litter, some decomposing. Foxtail, soft chess, thistle, filaree, dock, geranium. Lots of milk thistle nearby.",,,
TOTO3,34line-,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO3-34line-.jpg,,,,
TOTO3,34line+,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO3-34line+.jpg,,,,
TOTO3,45ang,,,,,,,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO3-45vert.jpg,,,,
TOTO3,45vert,% bare=,0,#grasses=,2,#forbs=,2,,,,,4/16/2015,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO3-45ang.jpg,"5-7mm litter, some decomposing. Foxtail, soft chess, vetch, dandelion. Lots of milk thistle nearby.",,,
TOTO3,map,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/TOTO1-3map.jpg,,,,
TOTO3,photo,% bare=,0,,,%canopy/litter=,100,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 084.jpg,"hoop 1, 18m",,,
TOTO3,photo,% bare=,0,,,%canopy/litter=,100,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 086.jpg,"hoop 2, 43m",,,
TOTO3,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 081.jpg,SW along transect,,,
TOTO3,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 082.jpg,SW along transect,,,
TOTO3,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 083.jpg,NE along transect,,,
TOTO3,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 085.jpg,"hoop 1, 18m, step back looking south",,,
TOTO3,photo,,,,,,,,,,,5/15/2013,Peter Donovan,http://soilcarboncoalition.org/data/toto/may19 087.jpg,"hoop 2, 43m, step back looking south",,,
TOTO3,plants,,,,,,,,,,,5/15/2013,Peter Donovan,,"foxtail, annual rye, italian thistle, milk thistle, spiny clover, malva, plantain, vetch, sheep sorrel, dock, bindweed, hemlock, mustard, burr clover, filaree, trefoil",,,
TOTO3,surface transect,,,,,,,,,,,5/15/2013,Peter Donovan,,,small_blue,37.34912,-122.38628
TSPG1,*plot summary,"% carbon, 0-10 cm:",4.123,"% carbon, 10-25 cm:",1.895,"% carbon, 25-40 cm:",1.218,tons C/ha:,85.9,,,10/21/2011,Peter Donovan,http://soilcarboncoalition.org/data/tspg/Oct22-2011 055.jpg,"Sandy loam, hayed for 50 years without fertilization, roots abundant to 20 cm, rocks > 10cm. Some worms, ants.",small_yellow,44.20371,-72.81652
TSPG1,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.122613907,%N=,0.316575676,C/N=,13.02252263,10/21/2011,University of Vermont,,,,,
TSPG1,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.895195603,%N=,0.136716239,C/N=,13.86225671,10/21/2011,University of Vermont,,,,,
TSPG1,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.217770636,%N=,0.089320634,C/N=,13.63369904,10/21/2011,University of Vermont,,,,,
TSPG1,map,,,,,,,,,,,10/21/2011,Peter Donovan,http://soilcarboncoalition.org/data/tspg/TS1map.jpg,,,,
TSPG1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,7,,,,,,,10/21/2011,Peter Donovan,,36 cm in pit,,,
TSPG1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,,,,,,,10/21/2011,Peter Donovan,,near surface,,,
TSPG1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,7.5,,,,,,,10/21/2011,Peter Donovan,,near surface,,,
TSPG1,photo,% bare=,0,%basal=,,%litter/canopy=,100,%rock=,,%moss=,1,10/21/2011,Peter Donovan,http://soilcarboncoalition.org/data/tspg/Oct22-2011 054.jpg,"hoop 1, 20'",,,
TSPG1,photo,% bare=,0,%basal=,,%litter/canopy=,100,%rock=,,%moss=,6,10/21/2011,Peter Donovan,http://soilcarboncoalition.org/data/tspg/Oct22-2011 057.jpg,"hoop 2, 60', step back",,,
TSPG1,photo,,,,,,,,,,,10/21/2011,Peter Donovan,http://soilcarboncoalition.org/data/tspg/Oct22-2011 052.jpg,"along transect, looking south",,,
TSPG1,photo,,,,,,,,,,,10/21/2011,Peter Donovan,http://soilcarboncoalition.org/data/tspg/Oct22-2011 053.jpg,"along transect, looking north",,,
