group,id,type,label1,value1,label2,value2,label3,value3,label4,value4,label5,value5,date,observer,url,note,marker,lat,lon
SCRP2,SCRP2,infiltration,1st inch (minutes)=,14,"2nd inch, mins:",29,,,,,,,18-Apr-15,Peter Donovan,,short vegetation
SCRP2,SCRP2,map,,,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/SCRP1-3map.jpg,
SCRP2,SCRP2,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,9,,,,,,,28-Mar-14,Peter Donovan,,At 2 cm depth.
SCRP2,SCRP2,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,5,,,,,,,28-Mar-14,Peter Donovan,,At 40 cm depth.
SCRP2,SCRP2A,C average,top(cm)=,0,bottom(cm)=,10,%C=,4.58,,,,,28-Mar-14,calculated,,
SCRP2,SCRP2A,C variance,top(cm)=,0,bottom(cm)=,10,CV=,0.165,,,,,28-Mar-14,calculated,,
SCRP2,SCRP2A,"CN analysis, 4 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.529235363,%N=,0.427719861,C/N=,10.5892566,28-Mar-14,Craig Stubler at Cal Poly,,
SCRP2,SCRP2A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.328602791,%N=,0.390313298,C/N=,11.09,18-Apr-15,"Craig Stubler, Cal Poly",,
SCRP2,SCRP2A(DUP),"CN analysis, 4 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.479911804,%N=,0.412442297,C/N=,10.86191169,28-Mar-14,Craig Stubler at Cal Poly,,
SCRP2,SCRP2A1,"CN analysis, single probe sample",top(cm)=,0,bottom(cm)=,10,%C=,3.971532583,%N=,0.375836104,C/N=,10.56719283,28-Mar-14,Craig Stubler at Cal Poly,,
SCRP2,SCRP2A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",310,cm3=,262.6,bulk density=,1.180502666,28-Mar-14,Peter Donovan,,
SCRP2,SCRP2A10,"CN analysis, single probe sample",top(cm)=,0,bottom(cm)=,10,%C=,5.66065073,%N=,0.528064549,C/N=,10.71961892,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2A25,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",320,cm3=,262.6,bulk density=,1.218583397,28-Mar-14,Peter Donovan
SCRP2,SCRP2A4,"CN analysis, single probe sample",top(cm)=,0,bottom(cm)=,10,%C=,4.860441208,%N=,0.458880126,C/N=,10.59196275,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2A7,"CN analysis, single probe sample",top(cm)=,0,bottom(cm)=,10,%C=,4.155544281,%N=,0.40429154,C/N=,10.27858331,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2B,C average,top(cm)=,10,bottom(cm)=,25,%C=,2.18,,,,,28-Mar-14,calculated
SCRP2,SCRP2B,C variance,top(cm)=,10,bottom(cm)=,25,CV=,0.135,,,,,28-Mar-14,calculated
SCRP2,SCRP2B,"CN analysis, 4 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.268365383,%N=,0.220621452,C/N=,10.28170817,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,2.070558548,%N=,0.199120596,C/N=,10.4,18-Apr-15,"Craig Stubler, Cal Poly"
SCRP2,SCRP2B1,"CN analysis, single probe sample",top(cm)=,10,bottom(cm)=,25,%C=,2.169691563,%N=,0.210926667,C/N=,10.28647347,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",308.9,cm3=,244.9,bulk density=,1.261331156,28-Mar-14,Peter Donovan
SCRP2,SCRP2B10,"CN analysis, single probe sample",top(cm)=,10,bottom(cm)=,25,%C=,1.842032075,%N=,0.17414245,C/N=,10.57773147,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2B25,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",378.7,cm3=,270.9,bulk density=,1.397932817,28-Mar-14,Peter Donovan
SCRP2,SCRP2B4,"CN analysis, single probe sample",top(cm)=,10,bottom(cm)=,25,%C=,2.478199482,%N=,0.243349567,C/N=,10.18370204,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2B4(DUP),"CN analysis, single probe sample",top(cm)=,10,bottom(cm)=,25,%C=,2.431138277,%N=,0.239517123,C/N=,10.15016485,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2B7,"CN analysis, single probe sample",top(cm)=,10,bottom(cm)=,25,%C=,1.892528653,%N=,0.182331949,C/N=,10.37957779,28-Mar-14,Craig Stubler at Cal Poly
SCRP2,SCRP2C,C average,top(cm)=,25,bottom(cm)=,40,%C=,1.51,,,,,28-Mar-14,calculated
SCRP2,SCRP2C,C variance,top(cm)=,25,bottom(cm)=,40,CV=,0.118,,,,,28-Mar-14,calculated,,,,,
SCRP2,SCRP2C,"CN analysis, 4 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.56214869,%N=,0.145873457,C/N=,10.70893033,28-Mar-14,Craig Stubler at Cal Poly,,,,,
SCRP2,SCRP2C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.347958922,%N=,0.12015979,C/N=,11.22,18-Apr-15,"Craig Stubler, Cal Poly",,,,,
SCRP2,SCRP2C1,"CN analysis, single probe sample",top(cm)=,25,bottom(cm)=,40,%C=,1.719295621,%N=,0.169737294,C/N=,10.12915652,28-Mar-14,Craig Stubler at Cal Poly,,,,,
SCRP2,SCRP2C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",385.1,cm3=,278.1,bulk density=,1.384753686,28-Mar-14,Peter Donovan,,,,,
SCRP2,SCRP2C10,"CN analysis, single probe sample",top(cm)=,25,bottom(cm)=,40,%C=,1.387726903,%N=,0.129721999,C/N=,10.69769902,28-Mar-14,Craig Stubler at Cal Poly,,,,,
SCRP2,SCRP2C25,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",359.8,cm3=,264.6,bulk density=,1.35978836,28-Mar-14,Peter Donovan,,,,,
SCRP2,SCRP2C4,"CN analysis, single probe sample",top(cm)=,25,bottom(cm)=,40,%C=,1.392165422,%N=,0.13337256,C/N=,10.43816975,28-Mar-14,Craig Stubler at Cal Poly,,,,,
SCRP2,SCRP2C7,"CN analysis, single probe sample",top(cm)=,25,bottom(cm)=,40,%C=,1.350983858,%N=,0.12518838,C/N=,10.79160744,28-Mar-14,Craig Stubler at Cal Poly,,,,,
SCRP3,geometry,,,,,,,,,,,,,,,,,38.27956,-122.89406
SCRP3,SCRP3,*plot summary,"% carbon, 0-10 cm:",4.45,"% carbon, 10-25 cm:",1.95,"% carbon, 25-40 cm:",1.38,tons C/ha:,120.5,,,28-Mar-14,"Peter Donovan, Lynnette Niebrugge",http://soilcarboncoalition.org/data/scrp/a 017.jpg,"Hydric, nearly saturated soil with orange mottles, black patches, slickensides. Very moist, friable, rootbound at A1. Increasing clay with depth. A few worms. No compost application. Scattered forbs across transect, rumex, filaree, composite, geranium.",small_yellow,,
SCRP3,SCRP3,*remonitoring notes,,,,,,,,,,,18-Apr-15,Peter Donovan,,"Sampled grid points 2,5,8,11,15,18,21,24.",,,
SCRP3,SCRP3,65line-,,,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/a 017.jpg,east along transect,,,
SCRP3,SCRP3,65line+,,,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/a 018.jpg,west along transect,,,
SCRP3,SCRP3,65line+,,,,,,,,,,,18-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/scrp/65line+.jpg,west along transect,,,
SCRP3,SCRP3,75ang,,,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/a 020.jpg,step back view,,,
SCRP3,SCRP3,75ang,,,,,,,,,,,18-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/scrp/75ang.jpg,step back view
SCRP3,SCRP3,75linemisc,,,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/a 022.jpg,view from west end of transect south to fence
SCRP3,SCRP3,75vert,% bare=,0,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/a 019.jpg,"hoop at center of carbon plot, 75m. Foxtail (annual) and rye (perennial). Litter, either undecomposed or decomposed, nearly absent."
SCRP3,SCRP3,75vert,% bare=,0,,,,,,,,,18-Apr-15,Peter Donovan,http://soilcarboncoalition.org/data/scrp/75vert.jpg,"hoop at center of carbon plot, 75m. Foxtail (annual) and rye (perennial). Litter, either undecomposed or decomposed, nearly absent."
SCRP3,SCRP3,infiltration,minutes=,5,mm=,8,mm/min=,1.6,,,,,28-Mar-14,Peter Donovan,,
SCRP3,SCRP3,infiltration,1st inch (minutes)=,1.3,"2nd inch, mins:",6.5,"3rd inch, mins:",8.3,,,,,18-Apr-15,Peter Donovan,,
SCRP3,SCRP3,infiltration,1st inch (minutes)=,16,,,,,,,,,18-Apr-15,Peter Donovan,,
SCRP3,SCRP3,infiltration,1st inch (minutes)=,38,,,,,,,,,18-Apr-15,Peter Donovan,,
SCRP3,SCRP3,map,,,,,,,,,,,28-Mar-14,Peter Donovan,http://soilcarboncoalition.org/data/scrp/SCRP1-3map.jpg,
SCRP3,SCRP3,minidisk infiltration,tension (cm)=,1,5 minutes (ml)=,12.5,,,,,,,28-Mar-14,Peter Donovan,,At 2 cm depth; water was ponded at 30 cm
SCRP3,SCRP3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.448718071,%N=,0.404766202,C/N=,10.99083384,28-Mar-14,Craig Stubler at Cal Poly,,
SCRP3,SCRP3A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,4.810790062,%N=,0.427356005,C/N=,11.26,18-Apr-15,"Craig Stubler, Cal Poly",,
SCRP3,SCRP3A1,density,top(cm)=,2,bottom(cm)=,6,"dry wt, g=",334.1,cm3=,274,bulk density=,1.219343066,28-Mar-14,Peter Donovan,,
SCRP3,SCRP3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.95110023,%N=,0.166418001,C/N=,11.72409365,28-Mar-14,Craig Stubler at Cal Poly,,
SCRP3,SCRP3B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,1.973690987,%N=,0.17327486,C/N=,11.39,18-Apr-15,"Craig Stubler, Cal Poly",,
SCRP3,SCRP3B1,density,top(cm)=,12,bottom(cm)=,16,"dry wt, g=",379.5,cm3=,277.1,bulk density=,1.369541682,28-Mar-14,Peter Donovan,,
SCRP3,SCRP3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.284225106,%N=,0.114744671,C/N=,11.19,18-Apr-15,"Craig Stubler, Cal Poly",,,,,
SCRP3,SCRP3C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,1.37829113,%N=,0.122404054,C/N=,11.26017552,28-Mar-14,Craig Stubler at Cal Poly,,,,,
SCRP3,SCRP3C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",353.2,cm3=,279.2,bulk density=,1.26504298,28-Mar-14,Peter Donovan,,,,,
SFFP1,geometry,,,,,,,,,,,,,,,,small_yellow,41.03006,-77.32268
SFFP1,SFFP1,*plot summary,"% carbon, 0-10 cm:",2.3865,"% carbon, 10-20 cm:",1.625,"% carbon, 20-35 cm:",0.716,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",http://soilcarboncoalition.org/data/troi/a 002.jpg,"No-till cropland since 1970s. Buchanan loam, moist, worms, gravelly with sandstone fragments, 18% SSE slope, fragipan about 3', some orange mottles, roots abundant to 20 cm.",small_yellow,,
SFFP1,SFFP1,anglephoto1,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 004.jpg,"hoop 1, step back looking south",,,
SFFP1,SFFP1,average infiltration,minutes=,1.433,,,,,,,,,8/27/2014,calculated,,,,,
SFFP1,SFFP1,linephoto1,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 001.jpg,SW along transect,,,
SFFP1,SFFP1,linephoto2,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 002.jpg,NE along transect,,,
SFFP1,SFFP1,map,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/SFFP1map.jpg,,,,
SFFP1,SFFP1,plants,,,,,,,,,,,8/27/2014,"Peter Donovan, Gerard Troisi",,"cereal rye, buckwheat, sunflower, clover, lambsquarters, radish, soybean, pea",,,
SFFP1,SFFP1,ring infiltration,minutes=,0.55,mm=,25,mm/min=,45.45454545,"2nd inch, mins:",1.75,,,8/27/2014,"Peter Donovan, Sarah Troisi",,2m on transect,,,
SFFP1,SFFP1,ring infiltration,minutes=,0.75,mm=,25,mm/min=,33.33333333,"2nd inch, mins:",3,,,8/27/2014,"Peter Donovan, Sarah Troisi",,4m on transect,,,
SFFP1,SFFP1,ring infiltration,minutes=,3,mm=,25,mm/min=,8.333333333,"2nd inch, mins:",7.75,,,8/27/2014,"Peter Donovan, Sarah Troisi",,3m on transect,,,
SFFP1,SFFP1,vertphoto1,%bare=,6,%moss=,,# grasses=,1,# forbs=,7,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 003.jpg,"hoop 1, 8 + 43.9m (51.9m) from pole",,,
SFFP1,SFFP1A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,2.3444,%N=,0.279,C/N=,8.4,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP1,SFFP1A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,2.4286,%N=,0.279,C/N=,8.7,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP1,SFFP1A,"organic carbon, 8 composited probe samples",top=,0,bottom=,10,%OC=,1.69,%N=,,C/N=,#DIV/0!,8/27/2014,"Spectrum Analytic, spectrumanalytic.com",,,,,
SFFP1,SFFP1A1,density,top=,2,bottom=,6,"dry wt, g=",288.4,cm3=,257.4,bulk density=,1.12,8/27/2014,Sarah Troisi,,,,,
SFFP1,SFFP1B,"CN analysis, 8 composited probe samples",top=,10,bottom=,20,%C=,1.579,%N=,0.211,C/N=,7.48,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP1,SFFP1B,"CN analysis, 8 composited probe samples",top=,10,bottom=,20,%C=,1.67,%N=,0.218,C/N=,7.66,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP1,SFFP1B,"organic carbon, 8 composited probe samples",top=,10,bottom=,20,%OC=,1.46,%N=,,C/N=,#DIV/0!,8/27/2014,"Spectrum Analytic, spectrumanalytic.com",,,,,
SFFP1,SFFP1B1,density,top=,12,bottom=,16,"dry wt, g=",290.8,cm3=,213.8,bulk density=,1.36,8/27/2014,Sarah Troisi,,,,,
SFFP1,SFFP1C,"CN analysis, 8 composited probe samples",top=,20,bottom=,35,%C=,0.67,%N=,0.139,C/N=,4.82,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP1,SFFP1C,"CN analysis, 8 composited probe samples",top=,20,bottom=,35,%C=,0.762,%N=,0.143,C/N=,5.33,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP1,SFFP1C,"organic carbon, 8 composited probe samples",top=,20,bottom=,35,%OC=,0.91,%N=,,C/N=,#DIV/0!,8/27/2014,"Spectrum Analytic, spectrumanalytic.com",,,,,
SFFP1,SFFP1C1,density,top=,28,bottom=,32,"dry wt, g=",311.2,cm3=,223.1,bulk density=,1.39,8/27/2014,Sarah Troisi,,,,,
SFFP2,geometry,,,,,,,,,,,,,,,,small_yellow,41.06332,-77.32706
SFFP2,SFFP2,*plot summary,"% carbon, 0-10 cm:",1.77,"% carbon, 10-25 cm:",0.986,"% carbon, 25-40 cm:",0.673,,,,,8/27/2014,"Peter Donovan, ",http://soilcarboncoalition.org/data/troi/a 005.jpg,"Cemetery field. Alfalfa, some worms, a few orange mottles.",small_yellow,,
SFFP2,SFFP2,anglephoto1,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 009.jpg,"hoop 1, 14m, step back looking south",,,
SFFP2,SFFP2,anglephoto2,,,,,,,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",http://soilcarboncoalition.org/data/troi/a 011.jpg,"hoop 2, 28m, step back looking south",,,
SFFP2,SFFP2,average infiltration,minutes=,21.9,,,,,,,,,8/27/2014,calculated,for transect,,,,
SFFP2,SFFP2,linephoto1,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 005.jpg,SE along transect
SFFP2,SFFP2,linephoto2,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 006.jpg,NW along transect
SFFP2,SFFP2,linephoto3,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 007.jpg,NW along transect
SFFP2,SFFP2,map,,,,,,,,,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/SFFP2map.jpg,
SFFP2,SFFP2,plants,,,,,,,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",,"alfalfa, chickweed, oxalis, panicum, unknown forb"
SFFP2,SFFP2,ring infiltration,minutes=,2.4,mm=,25,mm/min=,10.41666667,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",,
SFFP2,SFFP2,ring infiltration,minutes=,10,mm=,25,mm/min=,2.5,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",,in forest to east
SFFP2,SFFP2,ring infiltration,minutes=,14,mm=,25,mm/min=,1.785714286,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",,in forest to east
SFFP2,SFFP2,ring infiltration,minutes=,20.67,mm=,25,mm/min=,1.209482342,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",,
SFFP2,SFFP2,ring infiltration,minutes=,42.55,mm=,25,mm/min=,0.587544066,,,,,8/27/2014,"Peter Donovan, Sarah Troisi",,
SFFP2,SFFP2,vertphoto1,%bare=,,%algae=,some,# grasses=,1,# forbs=,3,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 008.jpg,"hoop 1, 14m. Bare soil, no litter underneath alfalfa, worm castings."
SFFP2,SFFP2,vertphoto2,%bare=,,%algae=,some,# grasses=,0,# forbs=,4,,,8/27/2014,Peter Donovan,http://soilcarboncoalition.org/data/troi/a 010.jpg,"hoop 2, 28m. Bare soil, no litter underneath alfalfa, worm castings."
SFFP2,SFFP2A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,1.88,%N=,0.17,C/N=,11.06,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,
SFFP2,SFFP2A,"CN analysis, 8 composited probe samples",top=,0,bottom=,10,%C=,1.66,%N=,0.163,C/N=,10.18,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,
SFFP2,SFFP2A,"organic carbon, 8 composited probe samples",top=,0,bottom=,10,%OC=,1.18,,,,,8/27/2014,"Spectrum Analytic, spectrumanalytic.com",,
SFFP2,SFFP2A1,density,top=,2,bottom=,6,"dry wt, g=",240.7,cm3=,188.9,bulk density=,1.27,8/27/2014,Sarah Troisi,,
SFFP2,SFFP2B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,1.042,%N=,0.117,C/N=,8.91,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP2,SFFP2B,"CN analysis, 8 composited probe samples",top=,10,bottom=,25,%C=,0.93,%N=,0.1067,C/N=,8.72,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP2,SFFP2B,"organic carbon, 8 composited probe samples",top=,10,bottom=,25,%OC=,1.02,,,,,8/27/2014,"Spectrum Analytic, spectrumanalytic.com",,,,,
SFFP2,SFFP2B1,density,top=,12,bottom=,16,"dry wt, g=",261.3,cm3=,206.5,bulk density=,1.27,8/27/2014,Sarah Troisi,,,,,
SFFP2,SFFP2C,"CN analysis, 8 composited probe samples",top=,25,bottom=,40,%C=,0.582,%N=,0.082,C/N=,7.1,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP2,SFFP2C,"CN analysis, 8 composited probe samples",top=,25,bottom=,40,%C=,0.764,%N=,0.0879,C/N=,8.69,8/27/2014,"Charlie White, Extension Associate, Sustainable Agriculture, Penn State Extension",,,,,
SFFP2,SFFP2C,"organic carbon, 8 composited probe samples",top=,25,bottom=,40,%OC=,0.62,,,,,8/27/2014,"Spectrum Analytic, spectrumanalytic.com",,,,,
SFFP2,SFFP2C1,density,top=,28,bottom=,32,"dry wt, g=",318.6,cm3=,208.6,bulk density=,1.53,8/27/2014,Sarah Troisi,,,,,
SMFM1,geometry,,,,,,,,,,,,,,,,,39.1689,-77.89343
SMFM1,SMFM1,*plot summary,"% carbon, 0-10 cm:",2.42,"% carbon, 10-25 cm:",0.79,"% carbon, 25-40 cm:",0.54,tons C/ha:,61.4,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 013.jpg,"Middle Church field, 2% N slope, seeded from cropland 2006, grazed short, 2010 started higher density grazing. Worms abundant, roots to 35 cm, yellow and red mottles > 35 cm. Loam tending to clay > 20 cm. Slight platiness 8-10 cm.",small_yellow,,
SMFM1,SMFM1,map,,,,,,,,,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/SM1map.jpg,,,,
SMFM1,SMFM1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,8,,,,,,,23-Nov-11,Peter Donovan,,35 cm in pit,,,
SMFM1,SMFM1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,,,,,,,23-Nov-11,Peter Donovan,,2 cm,,,
SMFM1,SMFM1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,5,,,,,,,23-Nov-11,Peter Donovan,,2 cm,,,
SMFM1,SMFM1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,8,,,,,,,23-Nov-11,Peter Donovan,,2 cm,,,
SMFM1,SMFM1,photo,% bare=,1.5,%basal=,10.5,%canopy/litter=,88,%rock=,,%moss=,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 012.jpg,"hoop 2, 170'",,,
SMFM1,SMFM1,photo,% bare=,3.5,%basal=,17,%canopy/litter=,79,%rock=,,%moss=,0.5,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 010.jpg,"hoop 1, 80'",,,
SMFM1,SMFM1,photo,,,,,,,,,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 007.jpg,SW along transect,,,
SMFM1,SMFM1,photo,,,,,,,,,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 008.jpg,NE along transect,,,
SMFM1,SMFM1,photo,,,,,,,,,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 009.jpg,"NE along transect, zoom",,,
SMFM1,SMFM1,photo,,,,,,,,,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 011.jpg,"hoop 1, 80', step back",,,
SMFM1,SMFM1,photo,,,,,,,,,,,23-Nov-11,Peter Donovan,http://soilcarboncoalition.org/data/smfm/Nov28-2011 013.jpg,"hoop 2, 170', step back",,,
SMFM1,SMFM1,plants,,,,,,,,,,,23-Nov-11,Peter Donovan,,"Orchardgrass predominant, red and white clover, foxtail, thistle, narrow plantain, wild onion, horse nettle, cress, QA lace, creeping charlie, mullein, dock, pokeweed, cinquefoil, dandelion, other forbs",,,
SMFM1,SMFM1A,"CN analysis, 8 composited probe samples",top(cm)=,0,bottom(cm)=,10,%C=,2.416929841,%N=,0.228760079,C/N=,10.56534801,23-Nov-11,University of Vermont,,,,,
SMFM1,SMFM1A1,density,top(cm)=,4,bottom(cm)=,8,"dry wt, g=",304.1,cm3=,224.9,bulk density=,1.352156514,23-Nov-11,Peter Donovan,,,,,
SMFM1,SMFM1B,"CN analysis, 8 composited probe samples",top(cm)=,10,bottom(cm)=,25,%C=,0.790466726,%N=,0.083165195,C/N=,9.504778139,23-Nov-11,University of Vermont,,,,,
SMFM1,SMFM1B1,density,top(cm)=,18,bottom(cm)=,22,"dry wt, g=",307.8,cm3=,215,bulk density=,1.431627907,23-Nov-11,Peter Donovan,,,,,
SMFM1,SMFM1C,"CN analysis, 8 composited probe samples",top(cm)=,25,bottom(cm)=,40,%C=,0.536552683,%N=,0.079346128,C/N=,6.762178538,23-Nov-11,University of Vermont,,,,,
SMFM1,SMFM1C1,density,top(cm)=,28,bottom(cm)=,32,"dry wt, g=",225.6,cm3=,154.9,bulk density=,1.456423499,23-Nov-11,Peter Donovan,,,,,
SNED1,geometry,,,,,,,,,,,,,,,,,33.68863,-96.78626
SNED1,SNED1,*plot summary,"% carbon, 0-10 cm:",1.82,"% carbon, 10-25 cm:",0.82,"% carbon, 25-40 cm:",0.64,tons C/ha:,51.46,,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 017.jpg,"1% SW slope, former crop field with terraces, now treated with cattle grazing and mowing. Clay loam, lighter clay > 18, red-yellow mottles > 25 cm. Worm castings visible on surface.",small_yellow,,
SNED1,SNED1,infiltration,minutes=,5,mm=,12,mm/min=,2.4,,,,,4-Jan-12,Peter Donovan,,,,,
SNED1,SNED1,map,,,,,,,,,,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/SN1map.jpg,
SNED1,SNED1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,4-Jan-12,Peter Donovan,,35 cm in pit
SNED1,SNED1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,4,,,,,,,4-Jan-12,Peter Donovan,,2 cm near surface
SNED1,SNED1,minidisk infiltration,tension (cm)=,1,1st minute (ml)=,3,,,,,,,4-Jan-12,Peter Donovan,,2 cm near surface
SNED1,SNED1,photo,% bare=,3,%basal=,low,%canopy/litter=,97,%rock=,,%moss=,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 013.jpg,"hoop 1, 23'. Some worm castings counted as bare."
SNED1,SNED1,photo,% bare=,7,%basal=,,%canopy/litter=,93,%rock=,,%moss=,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 015.jpg,"hoop 2, 170', some worm castings counted as bare"
SNED1,SNED1,photo,,,,,,,,,,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 009.jpg,south along transect
SNED1,SNED1,photo,,,,,,,,,,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 010.jpg,south along transect
SNED1,SNED1,photo,,,,,,,,,,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 011.jpg,north along transect
SNED1,SNED1,photo,,,,,,,,,,,4-Jan-12,Peter Donovan,http://soilcarboncoalition.org/data/sned/Jan4-2012 012.jpg,north along transect
